76 91 1454
21 39 -609
185 147 -393
82 42 -2045
60 66 -962
62 112 -1104
31 11 2121
18 48 1337
88 77 325
124 198 789
149 15 -1894
74 84 -518
36 32 1568
143 34 -703
2 2 359
69 150 -1296
40 136 1254
16 128 528
3 184 508
161 185 -519
170 58 -790
122 87 1921
21 63 -435
169 54 -318
111 15 -807
184 37 -1210
190 64 -222
193 9 43
161 83 504
87 118 -196
182 47 -2307
93 121 -1169
158 43 -1714
121 104 -2038
161 155 2459
70 195 764
59 18 2016
13 15 -1398
199 113 -1953
52 144 206
170 69 -20
72 58 1212
120 108 -624
121 158 -1038
186 174 1178
160 8 -1701
131 145 1850
148 27 1013
139 129 1108
193 111 1747
121 105 -2085
165 180 896
30 170 1889
50 143 -1362
133 59 -247
110 90 1360
27 34 -2423
69 83 2429
34 93 1919
41 31 -2228
73 107 -2230
76 3 -2092
20 127 -848
92 13 1155
197 74 -989
187 79 -2155
175 77 -569
189 55 -1521
81 70 678
111 131 219
66 198 -2169
15 61 2292
1 123 -731
152 47 -2054
135 32 -45
157 11 -91
5 166 672
159 91 1507
57 56 -826
106 31 -1646
94 25 1956
196 156 1880
105 61 844
127 19 841
191 9 1721
7 162 -778
2 193 1377
181 177 -1106
101 90 -1317
55 141 2109
16 20 1461
23 42 1734
188 12 2469
93 83 -1350
163 47 814
45 55 -666
172 164 2236
114 136 13
41 89 -417
45 165 -1090
55 73 -1356
179 193 151
182 174 2114
76 166 -57
167 189 1574
63 101 1551
10 148 704
50 122 -1088
160 106 -1859
146 84 -1875
152 162 -708
167 194 2176
84 73 247
39 28 -1213
149 57 1992
136 9 2099
87 171 -601
18 33 196
39 147 -1356
45 185 1074
174 183 -1504
102 31 -1999
9 196 296
125 120 -553
194 198 -662
146 4 715
57 138 227
120 196 -1361
171 144 -716
88 191 1970
11 117 2024
9 127 -1976
102 166 1344
132 91 -885
125 69 -1513
13 68 155
87 60 -1489
62 91 691
40 197 2308
42 36 -535
180 100 -2381
89 62 407
73 88 358
70 194 -545
105 150 -1686
8 177 714
111 105 -93
106 42 1597
27 192 -2320
78 59 1550
28 40 -1365
63 37 1668
154 42 1561
101 94 1536
43 180 -542
55 99 2176
160 140 2406
8 131 826
26 111 -1522
68 83 1862
172 161 2264
117 36 -2353
69 184 890
16 141 -2128
66 79 -181
45 56 489
176 80 -835
173 156 -1686
31 170 159
117 110 -1416
152 61 129
60 169 371
140 193 -1282
69 27 -367
122 159 1113
169 198 -2001
49 113 841
128 77 -150
166 91 -2140
45 16 2046
50 182 -635
53 147 1134
141 97 -2147
21 77 -1946
101 98 -2197
102 185 1971
181 148 -285
56 46 -892
195 83 -2340
147 181 -755
22 64 1313
105 54 1684
135 18 -1047
40 17 1322
24 188 -2480
124 113 1858
26 66 -2050
89 169 -86
37 74 1572
80 127 -1977
13 134 545
162 125 -843
177 122 -2040
183 155 -2226
115 11 68
90 197 -8
11 165 -1378
91 69 2334
30 72 -1163
69 112 -1668
198 187 -2026
6 48 1710
96 18 1538
122 119 476
133 78 -335
14 103 -1091
135 67 -1617
62 188 497
77 105 -528
35 34 -2007
28 29 867
145 118 -2193
33 77 -722
85 137 1092
99 54 -410
119 26 -250
178 120 2405
77 135 2274
118 65 -2115
33 14 2043
91 19 -980
130 49 -1490
17 147 -57
1 22 553
9 162 1204
126 159 439
96 159 924
168 102 782
91 17 -600
147 36 -2228
1 53 -3
131 2 1238
20 167 2215
118 139 -1144
183 181 -1123
175 100 -2162
85 120 -1127
174 144 -691
183 168 311
159 106 2099
60 179 5
125 192 -2096
125 116 -1467
146 7 -1924
80 86 560
112 115 1524
112 5 -1106
114 19 2181
13 197 -1403
99 173 2380
152 139 748
27 89 -347
14 124 2420
62 158 -2278
57 125 -1106
103 19 -485
142 41 -1927
95 158 -35
95 152 -733
55 64 615
177 113 -1698
25 102 198
15 168 -1745
85 71 -2385
100 154 -1463
135 79 1024
121 88 -2225
99 10 -1121
76 66 -1800
83 50 1012
25 100 -1686
19 29 278
161 125 -923
147 64 1105
31 80 -859
124 107 1954
79 147 1230
126 1 645
73 78 2021
144 156 472
65 154 -1860
136 189 573
178 47 1998
181 144 -1446
143 131 605
131 4 -1234
74 24 348
102 54 1921
43 177 -913
158 183 870
102 87 519
41 50 -868
162 44 1158
107 167 2017
55 189 -1258
161 177 -1388
93 85 2000
71 146 -2008
61 160 2127
163 20 1491
155 98 1338
161 140 2100
16 12 -1448
82 159 -1604
175 118 -2335
90 66 748
83 133 -1918
197 117 1239
70 77 1963
70 54 -2047
117 85 2350
30 192 -978
31 46 868
33 164 1679
39 91 2185
187 21 990
113 81 1239
2 66 -680
154 34 486
78 2 2339
55 52 -1460
48 55 -35
143 69 -310
79 137 2081
6 90 -1815
93 74 -1260
192 148 -1137
125 130 131
104 84 -2168
104 129 640
78 194 -779
41 76 538
68 143 -2496
57 39 -2477
151 152 1986
164 5 2267
59 189 -951
163 32 2412
39 87 887
11 169 -1561
105 74 -1637
130 22 2247
86 193 -2304
170 152 1184
12 50 930
200 49 688
150 124 -1880
168 99 -2125
27 43 2432
74 200 1044
9 12 -1364
48 41 1330
193 198 -1096
94 73 1466
19 96 410
72 11 -1217
23 3 -1570
158 5 2498
166 39 -540
140 86 -2355
17 65 -2215
11 9 -1106
126 139 -899
167 78 -2058
114 123 1844
116 180 -1614
198 76 2451
30 130 -1466
107 125 2367
33 128 2199
114 172 26
133 22 578
74 45 924
138 144 2415
136 190 -2149
13 34 -1550
21 139 892
88 158 -2068
147 134 -1647
177 111 -690
29 108 -2273
56 101 -2443
132 152 904
156 41 26
48 7 -2478
151 5 -6
80 88 883
12 50 760
135 196 -1336
52 140 -1753
144 108 -1387
85 123 -379
132 52 -1191
112 62 320
108 66 -1319
30 192 1903
91 48 -1364
134 98 -367
67 78 628
94 65 -391
58 165 -913
