52 136 522
131 129 574
173 130 1130
66 192 -159
101 91 -441
124 166 -286
75 67 456
99 60 -389
82 156 1197
160 24 1010
103 195 -831
59 18 948
183 177 971
18 15 549
88 104 1070
53 200 -777
65 78 -57
192 130 230
123 60 -157
27 50 753
109 4 -680
99 2 556
64 114 54
46 105 -968
65 27 -801
8 48 488
139 85 -847
189 163 356
178 121 935
87 9 84
186 144 277
121 183 193
99 123 382
117 146 298
122 61 1095
61 135 -465
54 172 -471
149 113 103
13 71 1172
2 4 -793
53 123 359
100 59 730
71 96 763
26 1 18
66 146 -144
104 108 -420
106 8 1128
150 186 -352
129 27 -968
75 12 -10
50 46 320
185 192 185
68 145 1194
180 183 -315
53 75 960
71 76 498
37 9 -585
40 67 1054
144 30 601
55 18 -6
177 177 1072
187 3 -835
174 18 505
52 110 -744
163 168 -93
94 32 1036
170 146 -677
83 195 539
73 46 694
98 79 598
70 153 154
182 176 12
106 127 569
2 25 -123
4 178 212
90 190 -379
128 49 766
194 30 459
69 182 -640
6 151 -116
144 80 -271
100 4 200
26 171 -548
44 59 870
89 47 -570
48 196 238
50 11 112
119 79 835
159 42 584
144 108 -473
16 80 1085
138 158 248
36 27 -316
56 87 -879
40 170 635
185 13 -780
32 39 968
162 135 -818
169 172 -703
16 17 829
170 10 1109
27 181 1184
95 151 -1025
2 190 837
150 35 1147
196 40 -285
91 72 1143
170 179 793
32 14 -722
28 39 721
42 90 640
164 162 -1079
32 114 -110
26 40 -582
163 84 -9
191 114 -612
18 149 -861
70 165 -1054
115 141 -348
134 37 -824
92 12 316
161 152 -1182
117 192 -76
37 166 -366
188 191 1160
19 192 658
139 108 398
182 192 -1177
147 74 -380
61 47 936
152 152 434
153 32 -445
79 130 -709
43 123 660
103 186 703
86 112 -66
195 88 -1185
102 83 -406
35 127 384
119 32 -688
33 118 38
73 54 496
164 164 455
130 103 1087
141 148 497
35 111 -282
63 178 -650
58 44 1086
72 11 -121
106 160 -312
5 174 -2
8 194 -68
146 25 -756
149 50 -432
71 11 1133
146 167 -997
183 6 -19
83 14 -806
96 142 364
111 109 1133
166 178 1021
118 10 728
139 98 583
171 157 1178
8 81 935
191 93 -291
91 146 455
189 12 -72
22 121 -778
197 133 -13
85 182 -1078
117 40 -58
145 24 320
153 188 471
129 39 -858
134 114 -194
86 136 438
27 29 245
79 184 703
113 64 95
136 137 -375
158 183 54
42 57 -236
190 31 -232
150 53 -593
167 159 -672
183 180 -905
71 71 960
23 93 -217
52 67 -1019
127 40 -54
190 83 508
145 147 352
165 36 -504
25 147 -1099
32 40 -981
97 175 817
195 42 713
83 196 -324
150 143 765
95 103 -148
12 100 -600
9 60 -1032
84 192 429
76 38 440
147 188 -324
29 177 -1072
182 157 161
19 84 -505
15 41 -957
75 150 -532
70 14 1194
125 168 -310
69 114 -921
49 122 572
121 131 33
33 90 521
108 143 431
79 76 -839
99 120 200
177 88 270
105 116 -85
130 178 481
145 124 -461
144 38 -613
127 199 -1103
96 17 -201
174 157 -49
89 81 352
86 192 -880
76 182 -423
63 179 -544
200 197 319
18 54 -528
104 64 715
82 22 -793
170 151 28
66 45 -347
91 185 -630
129 55 -715
126 80 -1161
104 147 673
193 81 772
73 59 215
50 98 -962
175 27 -535
139 101 1027
149 143 299
145 3 979
28 156 419
39 170 -426
116 36 482
150 52 574
94 8 852
190 39 231
176 81 522
31 79 466
95 34 153
28 138 436
156 105 -234
21 139 499
48 20 -935
61 65 -73
117 68 -282
83 22 921
159 12 -825
26 2 -19
135 138 855
200 137 1093
197 191 16
123 142 49
22 37 -1064
91 115 -733
152 3 867
2 168 425
16 1 -10
123 128 -1135
86 11 970
19 142 682
4 108 -565
25 44 389
16 9 -804
192 174 210
120 158 -1175
140 86 647
48 197 449
153 31 697
89 128 34
74 82 -126
136 182 -647
193 192 -1134
176 133 1035
146 191 -465
200 1 850
169 185 -408
92 125 652
168 142 933
137 24 -1126
178 194 607
8 164 628
58 56 380
51 88 564
141 194 -25
114 123 133
84 126 864
177 135 -747
4 120 846
99 87 116
80 48 765
62 11 82
48 83 -585
20 38 270
172 34 1035
20 71 -258
131 141 -567
147 89 1046
175 200 422
196 186 39
112 65 1122
38 183 -619
75 87 206
114 137 1115
5 5 -636
117 84 -797
108 44 1009
167 180 -352
27 101 -1025
84 149 -511
38 129 337
54 109 841
14 61 -361
80 87 934
132 28 -1120
14 84 1194
29 49 234
167 32 756
120 158 -496
27 74 -632
104 131 -41
120 69 -638
145 143 141
162 92 -807
130 162 190
70 128 -427
135 4 -424
4 169 9
123 188 540
77 94 -1048
143 99 409
8 71 567
24 129 348
42 101 -777
60 25 -1026
198 185 -822
141 166 -797
2 52 471
187 73 -379
59 48 1048
110 43 591
111 137 101
59 114 139
123 59 -973
162 92 497
138 121 -158
50 22 -469
37 159 704
51 108 -38
87 62 398
149 111 695
29 28 -685
110 106 -56
165 133 -758
17 128 155
59 48 1113
197 12 7
53 8 427
26 79 560
5 139 859
108 151 -355
150 151 -285
181 18 -830
36 178 -878
125 17 546
27 100 -452
35 110 850
40 100 1105
184 4 -1087
189 55 901
164 85 205
70 113 382
132 193 -613
48 126 1174
75 157 577
9 162 466
34 61 1050
197 39 672
67 45 -322
66 41 -200
46 95 926
197 197 179
9 174 198
159 111 227
7 153 7
138 32 304
81 33 731
73 54 856
124 174 -1162
7 32 508
31 118 143
6 81 -670
7 52 -815
40 26 1110
44 62 -995
75 28 -1114
31 200 -648
117 124 -1171
68 164 1063
8 28 525
121 167 1175
118 31 1166
189 180 -422
66 121 979
132 70 1158
173 128 230
57 161 268
48 165 36
174 166 -266
32 166 222
5 10 -1174
54 50 -658
1 174 -533
35 82 -165
129 114 -985
186 119 302
