46 50 10
31 54 -20
21 18 -52
35 40 -14
24 34 32
5 24 -31
31 26 37
60 19 10
17 2 -49
34 15 -39
38 47 19
14 33 -11
21 15 -52
37 60 32
18 20 45
17 16 33
7 31 -23
51 26 6
55 50 32
5 2 -38
15 42 -44
26 16 44
29 28 31
30 35 26
14 17 -23
9 39 -5
8 44 0
27 15 16
41 48 -49
32 48 -36
47 7 4
55 52 39
23 11 -4
39 57 -48
36 49 -38
15 58 50
11 16 -34
45 51 50
41 33 55
34 44 1
5 42 24
11 30 -37
59 14 0
10 55 -35
17 51 -12
18 58 -34
21 40 7
2 47 -2
48 23 -38
33 35 -4
39 52 -43
51 8 -15
58 7 -45
31 24 58
7 53 -55
22 32 42
11 8 -55
17 2 -16
47 31 59
15 4 41
