77 82 16
51 90 -31
35 29 -78
58 66 -22
40 57 48
7 40 -47
51 43 55
100 31 16
29 3 -73
57 25 -58
64 78 28
22 55 -16
35 24 -78
61 100 48
30 32 67
28 27 49
11 52 -35
84 43 9
91 82 49
8 4 -58
25 69 -66
44 27 66
49 46 47
50 59 39
22 29 -35
15 64 -8
13 73 -1
45 25 25
68 80 -74
54 80 -54
78 11 6
91 87 59
38 18 -6
65 95 -73
60 82 -57
25 96 75
18 27 -51
75 85 75
68 55 83
57 72 1
7 69 36
17 49 -55
98 23 0
16 91 -53
28 84 -18
29 96 -52
35 66 11
2 78 -4
80 38 -57
55 57 -6
65 86 -65
85 13 -23
96 12 -68
52 39 87
11 88 -83
37 53 63
18 13 -82
27 4 -24
78 52 88
24 6 61
39 36 -12
2 33 32
41 53 -41
64 56 29
15 53 -31
21 49 -44
84 7 85
40 54 78
20 71 11
39 80 -16
77 51 -33
58 61 5
19 87 -26
71 97 -1
87 22 -6
37 36 -1
65 41 -42
43 33 65
35 49 -85
11 76 31
100 74 -73
25 18 31
70 23 12
73 23 44
50 51 8
14 14 -71
14 95 32
2 33 71
88 84 -86
55 49 56
