21 55 130
53 52 143
69 52 282
27 77 -39
41 37 -110
50 67 -71
30 27 114
40 24 -97
33 63 299
64 10 252
42 78 -207
24 7 237
74 71 242
8 6 137
36 42 267
22 80 -194
26 32 -14
77 52 57
49 24 -39
11 20 188
44 2 -170
40 1 139
26 46 13
19 42 -242
26 11 -200
4 20 122
56 34 -211
76 66 89
72 49 233
35 4 21
75 58 69
49 73 48
40 50 95
47 59 74
49 25 273
25 54 -116
22 69 -117
60 45 25
5 29 293
1 2 -198
21 50 89
40 24 182
29 39 190
11 1 4
27 59 -36
42 44 -105
43 3 282
60 75 -88
52 11 -242
30 5 -2
20 19 80
74 77 46
27 58 298
72 74 -78
22 30 240
29 31 124
15 4 -146
16 27 263
58 12 150
22 8 -1
71 71 268
75 1 -208
70 7 126
21 44 -186
66 68 -23
38 13 259
68 59 -169
33 78 134
30 19 173
39 32 149
28 61 38
73 71 3
43 51 142
1 10 -30
2 72 53
36 76 -94
51 20 191
78 12 114
28 73 -160
3 61 -29
58 32 -67
40 2 50
11 69 -137
18 24 217
36 19 -142
20 79 59
20 5 28
48 32 208
64 17 146
58 43 -118
7 32 271
56 63 62
15 11 -79
23 35 -219
16 68 158
74 5 -195
13 16 242
65 54 -204
68 69 -175
7 7 207
68 4 277
11 73 296
38 61 -256
1 76 209
60 14 286
79 16 -71
37 29 285
68 72 198
13 6 -180
11 16 180
17 36 160
66 65 -269
13 46 -27
11 16 -145
65 34 -2
77 46 -153
8 60 -215
28 66 -263
46 57 -87
54 15 -206
37 5 79
65 61 -295
47 77 -19
15 67 -91
76 77 290
8 77 164
56 43 99
73 77 -294
59 30 -95
25 19 234
61 61 108
61 13 -111
32 52 -177
18 49 165
41 75 175
35 45 -16
78 35 -296
41 34 -101
14 51 96
48 13 -172
14 47 9
30 22 124
66 66 113
52 42 271
57 60 124
14 45 -70
25 71 -162
24 18 271
29 5 -30
43 64 -78
2 70 0
3 78 -17
59 10 -189
60 20 -108
29 5 283
59 67 -249
73 3 -4
34 6 -201
39 57 91
45 44 283
67 71 255
47 4 182
56 40 145
69 63 294
3 33 233
77 38 -72
37 59 113
76 5 -18
9 49 -194
79 54 -3
34 73 -269
47 16 -14
58 10 80
62 76 117
52 16 -214
54 46 -48
35 55 109
11 12 61
32 74 175
46 26 23
55 55 -93
64 74 13
17 23 -59
76 13 -58
60 21 -148
67 64 -168
73 72 -226
29 29 240
9 38 -54
21 27 -254
51 16 -13
76 34 127
58 59 88
66 15 -126
10 59 -274
13 16 -245
39 70 204
78 17 178
33 79 -81
60 57 191
38 42 -37
5 40 -150
4 24 -258
34 77 107
31 16 110
59 75 -81
12 71 -268
73 63 40
8 34 -126
6 17 -239
30 60 -133
28 6 298
50 67 -77
28 46 -230
20 49 143
49 53 8
13 36 130
43 58 107
32 31 -209
40 48 50
71 36 67
42 47 -21
52 71 120
58 50 -115
58 15 -153
51 80 -275
39 7 -50
70 63 -12
36 33 88
35 77 -220
31 73 -105
25 72 -136
80 79 79
7 22 -132
42 26 178
33 9 -198
68 61 7
27 18 -86
37 74 -157
52 22 -178
51 32 -290
42 59 168
78 33 193
29 24 53
20 39 -240
70 11 -133
56 41 256
60 58 74
58 2 244
12 63 104
16 68 -106
47 15 120
60 21 143
38 4 213
76 16 57
71 33 130
13 32 116
38 14 38
11 56 109
63 42 -58
9 56 124
19 8 -233
25 26 -18
47 27 -70
33 9 230
64 5 -206
11 1 -4
54 56 213
80 55 273
79 77 4
50 57 12
9 15 -266
37 46 -183
61 1 216
1 68 106
7 1 -2
49 51 -283
35 5 242
8 57 170
2 44 -141
10 18 97
7 4 -201
77 70 52
48 63 -293
56 35 161
19 79 112
62 13 174
36 52 8
30 33 -31
55 73 -161
78 77 -283
71 54 258
59 77 -116
80 1 212
68 74 -102
37 50 163
68 57 233
55 10 -281
71 78 151
4 66 157
