54 58 12
36 63 -24
25 20 -60
41 46 -17
28 40 37
5 28 -36
36 31 43
70 22 12
20 2 -57
40 18 -45
45 55 22
16 38 -13
25 17 -61
43 70 37
21 23 52
20 19 38
8 37 -27
59 30 7
64 58 38
6 3 -45
17 49 -51
31 19 52
34 33 36
35 41 30
16 20 -27
11 45 -6
9 51 0
32 18 19
47 56 -58
38 56 -42
55 8 5
64 61 46
27 13 -5
45 67 -57
42 58 -44
18 67 58
13 19 -40
53 60 58
47 39 64
40 51 1
5 48 28
12 35 -43
69 16 0
12 64 -41
19 59 -14
21 68 -40
24 46 8
2 55 -3
56 27 -44
39 40 -4
46 60 -50
60 9 -18
67 8 -53
36 27 67
8 62 -65
26 37 49
13 9 -64
19 3 -19
54 36 69
17 4 47
28 26 -9
1 23 25
29 37 -31
45 39 23
11 38 -24
15 34 -34
59 5 66
28 38 61
14 50 9
28 56 -12
