47 16 -72
59 75 85
43 24 27
18 29 8
58 32 -16
80 76 49
28 23 14
6 68 9
72 60 -34
30 35 -85
23 69 -48
34 41 -17
31 48 -79
55 19 -66
52 28 16
62 37 -13
16 11 20
78 42 66
36 27 28
32 69 -4
7 24 9
78 20 -45
1 60 84
20 40 -7
57 70 46
23 58 -79
69 48 38
74 49 -22
24 29 33
28 55 -64
50 47 42
47 57 -3
21 41 -38
28 61 49
33 21 55
66 13 66
40 12 -66
10 49 42
12 46 -60
21 53 24
45 38 8
15 58 -40
65 2 5
6 29 12
67 6 66
78 13 -74
4 33 -34
7 68 -9
79 39 73
6 27 -20
56 18 6
44 30 -85
35 18 78
74 67 15
52 36 -33
27 54 -40
74 25 -10
44 64 34
68 78 -66
7 60 -9
37 48 -31
79 74 75
25 34 -62
78 37 39
62 10 16
21 29 -22
67 30 -30
8 34 -28
28 57 -28
27 47 -88
38 78 25
8 61 47
43 58 -88
45 70 37
28 58 -3
47 72 -4
9 64 25
11 57 62
11 15 68
6 11 48
68 76 37
35 28 30
24 19 -35
44 31 -37
74 33 1
38 22 -23
2 64 75
9 11 1
14 78 -68
39 54 -41
